Paper_ID;Domain;Phylum;Class;Order;Family;Genus ;Species;Baseline;Baseline_type;N;Methodology;Ramping (min);Ramping_rate;Ramping_unit;Acclimatation;Treatment;Treatment_group;Response_type_I;Response_type_group;Response_type_II;Response;Response_revised;Value;Delta_Value;Ecological_Classification;Adaptation;Morphological_Adaptation;Body_size;Notes;Compiler
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;konradi;8,5;Habitat temperature;32;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;15;6,5;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lanai;9,2;Habitat temperature;14;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;12;2,8;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;pedemontanus;8,9;Habitat temperature;15;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;14;5,1;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;bornensis;8,7;Habitat temperature;11;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;11;2,3;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;iulianae;10;Habitat temperature;24;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;14;4;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;nigrerosae;6,6;Habitat temperature;22;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;13;6,4;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lucifer;6,7;Habitat temperature;31;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;30;23,3;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lucifuga;6,65;Habitat temperature;21;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;19;12,35;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;pluto;9;Habitat temperature;18;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;18;9;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;achillis;7,74;Habitat temperature;34;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;NA;13;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;delphinicus;3;Habitat temperature;12;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;NA;1;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;vignai;6,13;Habitat temperature;24;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;NA;17;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
Test_00003;Aquatic;Arthopoda;Insecta;Coleoptera;Dytiscidae;Paroster;macrosturtensis;25;Habitat temperature;10;Dynamic;2;0,1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;38,3;13,3;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
Test_00003;Aquatic;Arthopoda;Insecta;Coleoptera;Dytiscidae;Paroster;mesosturtensis;25;Habitat temperature;10;Dynamic;2;0,1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;39;14;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
Test_00003;Aquatic;Arthopoda;Insecta;Coleoptera;Dytiscidae;Paroster;nigroadumbratus;25;Habitat temperature;6;Dynamic;2;0,1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;42,7;17,7;External;Null;Null;NA;Control;Stefano Mammola
Test_00003;Aquatic;Arthopoda;Insecta;Coleoptera;Dytiscidae;Limbodessus;amabilis;25;Habitat temperature;6;Dynamic;2;0,1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;42;17;External;Null;Null;NA;Control;Stefano Mammola
Test_00003;Aquatic;Arthopoda;Insecta;Coleoptera;Dytiscidae;Allodessus;bistrigatus;25;Habitat temperature;5;Dynamic;2;0,1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT100;LT100;44,5;19,5;External;Null;Null;NA;Control;Stefano Mammola
CC_0029;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Bathysciola;rugosa;12;Habitat temperature;28;Dynamic;1;1;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Tolerance limits;HTC;LT100;37,07;25,07;Troglobiont/Stygobiont;High;Intermediate;NA;Temperature of acclimatation: 25°C;Raquel Colado
CC_0029;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomites;crypticola;10,4;Habitat temperature;33;Dynamic;1;1;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Tolerance limits;HTC;LT100;35,54;25,14;Troglobiont/Stygobiont;High;High;NA;Temperature of acclimatation: 25°C;Raquel Colado
CC_0029;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomidius;crotchi;11,1;Habitat temperature;50;Dynamic;1;1;°C;yes;Temperature;Temperature;Sublethal;Sublethal;Tolerance limits;HTC;LT100;36,72;25,62;Troglobiont/Stygobiont;High;High;NA;Temperature of acclimatation: 25°C;Raquel Colado
CC_0046;Aquatic;Arthopoda;Malacrostaca;Isopoda;Asellidae;Proasellus;valdensis Pv2;6,3;Habitat temperature;14;Dynamic;6480;0,22;°C;yes;Temperature;Temperature;Lethal;Lethal;Mortality;Mortality;LT100;16;9,7;Troglophile/Stygophile;Low;NA;NA;"Data extracted from the table. More than 90% of the specimens of P. valdensis survived exposures at
temperatures ranging from 2 to 13°C (Pv1), or from 7 to 16°C (Pv2).";Raquel Colado
CC_0046;Aquatic;Arthopoda;Malacrostaca;Isopoda;Asellidae;Proasellus;sp. 1;9,9;Habitat temperature;14;Dynamic;6480;0,22;°C;yes;Temperature;Temperature;Lethal;Lethal;Mortality;Mortality;LT100;11,8;1,9;Troglobiont/Stygobiont;Low;NA;NA;"Data extracted from the table.The survival of P. n. sp. 1 and P. n. sp. 2 rapidly declined below 90% when temperature departed slightly from 10°C. At 13°C, the survival rates of these two
species were 84% (P. n. sp. 1) and 52% (P. n. sp. 2).";Raquel Colado
CC_0046;Aquatic;Arthopoda;Malacrostaca;Isopoda;Asellidae;Proasellus;sp. 2;11;Habitat temperature;14;Dynamic;6480;0,22;°C;yes;Temperature;Temperature;Lethal;Lethal;Mortality;Mortality;LT100;11;0;Troglobiont/Stygobiont;Low;NA;NA;"Data extracted from the table.The survival of P. n. sp. 1 and P. n. sp. 2 rapidly declined below 90% when temperature departed slightly from 10°C. At 13°C, the survival rates of these two
species were 84% (P. n. sp. 1) and 52% (P. n. sp. 2).";Raquel Colado
CC_0046;Aquatic;Arthopoda;Malacrostaca;Isopoda;Asellidae;Proasellus;valdensis Pv1;11,7;Habitat temperature;14;Dynamic;6480;0,22;°C;yes;Temperature;Temperature;Lethal;Lethal;Mortality;Mortality;LT100;14;2,3;Troglophile/Stygophile;Low;NA;NA;"Data extracted from the table. More than 90% of the specimens of P. valdensis survived exposures at
temperatures ranging from 2 to 13°C (Pv1), or from 7 to 16°C (Pv2).";Raquel Colado
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;konradi;8,5;Habitat temperature;32;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;11;2,5;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lanai;9,2;Habitat temperature;14;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;11;1,8;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;pedemontanus;8,9;Habitat temperature;15;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;13;4,1;Troglobiont/Stygobiont;High;High;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;bornensis;8,7;Habitat temperature;11;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;9;0,3;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0067;Aquatic;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Diacyclops;belgicus;0,009;Oxygen consumption rate;20;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Standard oxygen consumption rates ;Oxygen consumption (Q10);Oxygen consumption (Q10);0,0067;-0,0023;Troglobiont/Stygobiont;High;NA;NA;Value was calculated between 14 and 17°C;Raquel Colado
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;iulianae;10;Habitat temperature;24;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;12;2;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;nigrerosae;6,6;Habitat temperature;22;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;8;1,4;Troglophile/Stygophile;Low;Intermediate;NA;-;Stefano Mammola
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;59,74;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);24,79;-34,95;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Adults exposed to NH4";Raquel Colado
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;21,26;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);16,11;-5,15;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Juveniles exposed to NH4";Raquel Colado
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;235,76;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);230,74;-5,02;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Adults exposed to Imazamox (IMA)";Raquel Colado
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;139,3;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);111,9;-27,4;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Juveniles exposed to Imazamox (IMA)";Raquel Colado
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;31,57;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);22,62;-8,95;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Adults exposed to Imazamox and ammonia-N";Raquel Colado
CC_0052;Terrestrial;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Eucyclops;serrulatus;23,89;Lethal concentration values 50% (LC50);6;Static;0;0;NA;yes;Temperature;Temperature;Lethal;Lethal;Sensivility;Lethal concentration values 50% (LC50);Lethal concentration values 50% (LC50);14,75;-9,14;External;Null;Null;NA;"Temperature at baseline: 15°C; Temperature max:18°C. Juveniles exposed to Imazamox and ammonia-N";Raquel Colado
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lucifer;6,7;Habitat temperature;31;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;19;12,3;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;lucifuga;6,65;Habitat temperature;21;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;11;4,35;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
CC_0001;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;pluto;9;Habitat temperature;18;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;13;4;Troglophile/Stygophile;Low;Low;NA;-;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;achillis;7,74;Habitat temperature;34;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;NA;4,82;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;delphinicus;3;Habitat temperature;12;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;NA;0,67;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
Alert_00002;Terrestrial;Arthopoda;Arachnida;Araneae;Linyphiidae;Troglohyphantes;vignai;6,13;Habitat temperature;24;Dynamic;1440;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;NA;8;Troglophile/Stygophile;Low;Intermediate;NA;Value provided as delta in the paper.;Stefano Mammola
CC_0030;Terrestrial;Arthopoda;Arachnida;Pseudoscorpiones;Neobisiidae;Neobisium;vasconicum vasconicum;10;Habitat temperature;8;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;17,57;7,57;Troglobiont/Stygobiont;High;NA;NA;-;Raquel Colado
CC_0077;Aquatic;Arthopoda;Copepoda;Harpacticoida;Ameiridae;NA;sp.;18,07;Habitat temperature;10;Dynamic;4320;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;UTL50;LT50;24,8;6,73;Troglobiont/Stygobiont;High;NA;NA;-;Raquel Colado
CC_0077;Aquatic;Arthopoda;Copepoda;Cyclopoida;Cyclopidae;Diacyclops;sp.;19,7;Habitat temperature;10;Dynamic;4320;1;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;UTL50;LT50;26,9;7,2;Troglobiont/Stygobiont;High;NA;NA;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Bathysciola;mystica;7,6;Habitat temperature;39;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;22,9;15,3;Troglophile/Stygophile;Low;Low;1,78;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Bathysciola;rugosa;12;Habitat temperature;36;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;23,99;11,99;Troglophile/Stygophile;Low;NA;2,5;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Nafarroa;sorogainensis;10;Habitat temperature;34;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;22,15;12,15;Troglophile/Stygophile;Low;NA;1,875;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Euryspeonomus;breuili;10,6;Habitat temperature;40;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;14,9;4,3;Troglophile/Stygophile;Low;NA;4,25;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speocharidius;breuili;10;Habitat temperature;48;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;15,97;5,97;Troglobiont/Stygobiont;High;NA;4;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;13,7;Habitat temperature;39;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;21,15;7,45;Troglobiont/Stygobiont;High;NA;1,82;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Stygiophyes;puncticollis;12,6;Habitat temperature;27;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;15,2;2,6;Troglobiont/Stygobiont;High;NA;2,5;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Machaeroscelis;infernus;7,6;Habitat temperature;23;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;21,62;14,02;Troglobiont/Stygobiont;High;Intermediate;2,3;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Pseudospeonomus;raholai;15;Habitat temperature;42;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;28,59;13,59;Troglobiont/Stygobiont;High;NA;1,9;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomites;crypticola;10,4;Habitat temperature;42;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;23,6;13,2;Troglobiont/Stygobiont;High;NA;3;-;Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;6,3;Survival time (days);10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Acclimatation;Survival time(days);Survival time(days);6,75;0,45;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;37,09;Concentration;10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Acetylcholinesterase;Concentration;Concentration;72,89;35,8;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;41,227;Concentration;10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Total antioxidant capacity;Concentration;Concentration;72,145;30,918;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;380,65;Concentration;10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Glutathione-S-transferase;Concentration;Concentration;1091,38;710,73;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;38,4;Concentration;10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Reduced:oxidized glutathione ratio;Concentration;Concentration;10,38;28,02;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;116;Concentration;10;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Lipid peroxidation;Concentration;Concentration;103;13;Troglobiont/Stygobiont;High;Intermediate;1,82;"Temperature at baseline: 13.7°C; Temperature acclimatation: 20°C";Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomites;velox;12;Habitat temperature;43;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;20,46;8,46;Troglobiont/Stygobiont;High;NA;2,65;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomus;curvipes;10,7;Habitat temperature;41;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;21,2;10,5;Troglobiont/Stygobiont;High;High;3;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Speonomus;longicornis;11,8;Habitat temperature;39;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;21,5;9,7;Troglobiont/Stygobiont;High;High;3;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Trapezodirus;arcticollis;6,9;Habitat temperature;26;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;20,93;14,03;Troglobiont/Stygobiont;High;NA;3,24;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Troglocharinus;ferreri;14,9;Habitat temperature;38;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;19,3;4,4;Troglobiont/Stygobiont;High;NA;3,68;-;Raquel Colado
CC_0025;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Troglocharinus;fonti;10,3;Habitat temperature;36;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;19,92;9,62;Troglobiont/Stygobiont;High;NA;2,88;-;Raquel Colado
CC_0027;Terrestrial;Arthopoda;Insecta;Coleoptera;Leiodidae;Parvospeonomus;canyellesi;13,7;Habitat temperature;10;Static;0;0;°C;yes;Temperature;Temperature;Lethal;Lethal;Tolerance limits;LT50;LT50;21,13;7,43;Troglobiont/Stygobiont;High;Intermediate;1,82;The current surface annual temperature at the cave location is 13.7°C. The degree of adaptation of the ivestigated fauna is clearly indicated in the paper.;Raquel Colado
CC_0040;Terrestrial;Arthopoda;Insecta;Diplopoda;Glomeridae;Glomeris;spp.;13;Acclimatation temperature;12;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Mortality;Survival time(days);Survival time(days);2,8;1,8;Troglobiont/Stygobiont;High;NA;NA;"Data extracted from the figures. Temperature at baseline: 13°C; Temperature acclimatation: 30°C";Raquel Colado
CC_0040;Terrestrial;Arthopoda;Insecta;Collembola;Onychiuridae;Deuteraphorura;silvaria;20;Acclimatation temperature;12;Static;0;0;NA;yes;Temperature;Temperature;Sublethal;Sublethal;Mortality;Survival time(days);Survival time(days);3,2;3,5;Troglophile/Stygophile;Low;NA;NA;"Data extracted from the figures. Temperature at baseline: 13°C; Temperature acclimatation: 23°C";Raquel Colado
